"","lenguaje_punt","matematicas_punt","ciencias_sociales_punt","quimica_punt","fisica_punt","ingles_punt","idj","inst_pertenece_evaluado","estu_grupo_referencia","mod_comunica_escrita_punt","mod_ingles_punt","mod_lectura_critica","mod_razona_cuantitativo_punt","mod_comp_ciudadanas_punt","inse","d.gender_F","d.tuition_3","d.tuition_5","d.tuition_4","d.titulo_A","n"
"431651",40.35,44.48,52.23,48.97,46.84,40.88,1214,"UDEC","Agricultural Sciences",10.7,9.8,10.9,10.4,10,44.369061701,0,0,0,0,0,103
"444721",47.14,36.38,46.81,47.22,44.26,45.98,1214,"UDEC","Agricultural Sciences",9.4,9.6,10.3,10.3,9.5,39.331144088,1,0,0,0,1,103
"454661",53.22,47.67,52.23,45.4,44.26,45.98,1214,"UDEC","Agricultural Sciences",8.7,9.4,9.9,11.5,10.1,45.592655165,0,0,0,0,1,103
"455931",53.22,50.54,43.06,48.97,51.73,45.98,1214,"UDEC","Agricultural Sciences",9.9,9.6,10.6,9.8,10.5,32.508340657,1,0,0,0,1,103
"491581",57.32,36.38,52.23,47.22,35.31,48.43,1214,"UDEC","Agricultural Sciences",10.3,10,9.5,10.4,9.3,51.717998228,1,0,0,0,0,103
"49740",59.48,36.38,41.1,39.03,44.26,44.74,1214,"UDEC","Agricultural Sciences",9.2,8.6,9,9.4,8.7,41.499773951,1,0,0,0,1,103
"50349",53.22,44.48,52.23,48.97,49.32,35.21,1214,"UDEC","Agricultural Sciences",10.6,9.6,11.1,10.7,11,47.619031924,0,1,0,0,0,103
"509561",45.01,44.48,36.86,41.37,49.32,42.2,1214,"UDEC","Agricultural Sciences",8.8,9.5,9.7,10.3,8.6,51.874523033,1,1,0,0,1,103
"510141",47.14,47.67,41.1,47.22,49.32,38.15,1214,"UDEC","Agricultural Sciences",10.5,10,8.7,10.9,10.2,42.046958304,0,0,0,0,0,103
"634021",58.52,56.59,50.26,56.05,47.54,43.48,1214,"UDEC","Agricultural Sciences",9.5,10.4,11.2,12.2,11.1,58.549097738,1,1,0,0,0,103
"646151",44.91,49.77,58.3,44.28,47.54,35.21,1214,"UDEC","Agricultural Sciences",11.2,9.1,9.8,10.4,9.1,54.226375572,0,0,0,0,1,103
"648631",50.87,42.36,50.26,49.3,47.54,31.96,1214,"UDEC","Agricultural Sciences",9.9,9.6,9.8,10.2,10.8,53.62723685,0,0,0,0,1,103
"664881",54.66,49.77,54.06,52.59,52.53,71.53,1214,"UDEC","Agricultural Sciences",9.7,10.9,11,10.6,11,53.090492214,1,0,0,0,1,103
"70572",52.77,49.77,60.35,52.59,54.91,44.74,1214,"UDEC","Agricultural Sciences",9.7,11.1,11,11.5,10.7,46.266380704,1,0,0,0,1,103
"710621",40.34,44.96,50.02,49.3,41.92,38.31,1214,"UDEC","Agricultural Sciences",9.9,9.4,10.1,10.2,9.9,56.939687477,0,0,0,0,1,103
"721981",46.97,49.77,58.3,59.94,54.91,47.21,1214,"UDEC","Agricultural Sciences",9.4,9.5,11,11.5,11.5,34.332420096,0,0,0,0,0,103
"738421",58.52,56.59,54.06,54.29,54.91,47.21,1214,"UDEC","Agricultural Sciences",8.8,9.8,10.3,11.1,9.8,41.71580985,1,0,0,0,1,103
"739401",42.93,47.48,47.97,41.62,45.69,52.09,1214,"UDEC","Agricultural Sciences",11,10.5,9.9,10,9.4,29.261983982,0,0,0,0,1,103
"74214",45.12,66.5,54.06,53.84,58.23,40.89,1214,"UDEC","Agricultural Sciences",10.6,10.3,10.3,11.5,12.2,30.557540687,1,0,0,0,1,103
"79552",51.08,56.71,48.2,53.84,58.23,52.09,1214,"UDEC","Agricultural Sciences",10.5,10.3,11,10.6,9.8,42.653854705,0,0,0,0,0,103
"81266",47.18,47.48,50.26,45.38,42.75,44.74,1214,"UDEC","Agricultural Sciences",10.8,9.4,10.5,9.2,9.8,42.995214986,1,0,0,0,1,103
"81446",54.66,56.59,58.3,56.05,54.91,59.81,1214,"UDEC","Agricultural Sciences",11.3,11.8,10.8,10.2,11.8,34.857426221,1,0,0,0,0,103
"81461",46.97,54.33,52.28,52.59,47.54,52.09,1214,"UDEC","Agricultural Sciences",11,10,11.7,10.9,9.8,58.935496626,1,0,0,0,0,103
"83345",44.91,47.41,50.26,50.94,38.68,44.74,1214,"UDEC","Agricultural Sciences",9.4,8.9,8.8,8.3,9,57.878297568,0,0,0,0,0,103
"83355",52.97,54.43,52.28,53.84,45.69,35.21,1214,"UDEC","Agricultural Sciences",9.8,9.4,12,11.2,10.8,58.770596184,0,0,0,0,0,103
"83634",45.12,47.48,54.29,43.56,45.69,39.11,1214,"UDEC","Agricultural Sciences",9.9,9.6,9.4,10.4,10,49.905360307,0,0,0,0,0,103
"83997",37.71,36.42,41.43,47.67,38.68,30.17,1214,"UDEC","Agricultural Sciences",9.9,9.9,8.6,8.4,8.6,43.712213065,1,0,0,0,0,103
"84217",45.12,32.79,46.09,41.62,25.11,35.21,1214,"UDEC","Agricultural Sciences",9.8,9.1,9.2,8.6,9.2,40.553197666,1,0,0,0,0,103
"85613",47.18,47.48,54.06,53.84,48.41,44.74,1214,"UDEC","Agricultural Sciences",11,9.4,9.8,10.2,9.6,47.771345928,1,0,0,0,0,103
"87325",44.91,44.96,48.2,50.94,52.53,30.17,1214,"UDEC","Agricultural Sciences",9.9,9.2,9.4,10.3,9.4,31.922187569,0,0,0,0,0,103
"17062",47.41,45.66,47.97,49.26,43.5,53.56,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",11.2,10,9.5,9.7,9.6,42.632965753,1,1,0,0,1,32
"28331",40.63,14.92,42.07,42.03,43.5,32.24,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9,9.7,9.7,9.7,9.8,56.678532425,0,1,0,0,1,32
"28651",51.38,42.69,39.97,44.03,46.37,45.71,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10.4,9,9.7,9.7,9.4,62.148556855,0,1,0,0,1,32
"29934",63.33,55.8,57.56,54.05,58.68,49.6,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10.7,10.9,11.2,11.2,10.1,60.81413177,0,1,0,0,1,32
"31707",51.38,48.4,51.76,44.03,40.3,41.7,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.9,9.2,10.6,10,10.1,55.343079036,0,1,0,0,1,32
"35812",63.33,58.15,72,55.66,61.03,55.64,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10.2,12.3,11.9,11.5,12,40.817453928,0,0,0,1,1,32
"36234",49.43,48.4,42.07,50.87,49.04,47.66,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",12,11,9.8,10.2,9.6,52.745018546,0,0,0,1,0,32
"37508",47.41,42.69,42.07,44.03,32.15,43.74,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.9,10.1,10.3,9,10,53.67945263,0,0,0,1,0,32
"40300",53.3,39.38,51.76,42.03,43.5,45.71,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",7.9,10.5,9.4,8.3,8.8,55.209015971,0,0,0,1,1,32
"47798",47.14,40.82,48.62,43.47,46.84,33.63,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10.4,9.6,10.2,9.9,9.9,62.591540179,1,1,0,0,1,32
"57369",51.21,47.67,43.06,47.22,38.57,53.32,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",8,11.1,10.2,9.9,9.8,52.613649697,1,0,0,1,1,32
"65558",53.22,44.48,54.05,43.47,44.26,43.48,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.7,10.6,11.2,11.5,11,55.078190668,0,1,0,0,1,32
"26480",66.94,50.54,55.9,48.97,56.51,76.45,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10.6,10.9,10.5,11.5,10.1,53.240177354,1,0,1,0,1,32
"28082",45.01,40.82,44.96,39.03,54.12,38.15,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10.5,9.6,8.6,9,9.3,39.869234793,0,0,1,0,1,32
"295791",47.14,53.2,52.23,47.22,49.32,53.32,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10.5,10,9.3,9.4,8.2,56.614489057,1,0,1,0,1,32
"315171",34.62,47.67,44.96,45.4,51.73,58.45,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",8.7,9.5,10.1,10.4,8.9,64.732631554,0,0,1,0,1,32
"330441",47.14,50.54,21.46,41.37,44.26,43.48,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",8.7,9.7,9.1,10.2,9.5,47.922789725,0,0,1,0,1,32
"360681",49.19,50.54,41.1,41.37,38.57,47.21,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.3,10.6,10.3,10.4,9.5,47.585724317,0,0,1,0,1,32
"402091",49.19,55.71,46.81,43.47,44.26,54.57,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10.5,9.5,10.1,9.8,9.2,51.324414805,0,0,1,0,0,32
"403201",51.21,40.82,48.62,41.37,41.52,48.43,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10.6,10.1,11.5,9.4,11.4,49.514433663,1,0,1,0,0,32
"547821",42.76,50.54,44.96,47.22,58.93,38.15,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.2,9.8,9,10.8,8.9,53.982698967,0,0,1,0,1,32
"64879",48.95,44.96,48.2,52.59,57.26,39.11,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.4,10,10.1,9.9,9.5,56.070662595,0,0,1,0,1,32
"64944",42.72,52.06,54.06,49.3,44.84,43.48,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.4,9,10,10.2,8.7,46.745429293,0,0,1,0,1,32
"759641",37.95,39.56,54.29,50.5,63.02,39.11,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",8.8,10,9,10.4,9.8,53.502354778,0,0,1,0,0,32
"76653",48.95,47.41,54.29,44.28,41.92,39.11,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.9,10.1,9.8,10,10.4,54.584132425,0,0,1,0,1,32
"783191",52.77,44.96,50.26,38.52,47.54,38.31,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10.9,9.9,10.7,10.6,9.5,48.045542996,1,0,1,0,1,32
"783551",37.71,36.42,41.64,38.52,41.92,30.17,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.4,9.4,9.5,9.8,9.5,52.723603676,1,0,1,0,1,32
"788331",48.95,42.36,46.09,54.29,44.84,39.11,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10.4,10,9.9,10.9,9.6,56.053540684,1,0,1,0,1,32
"794091",58.52,58.89,36.49,40.58,34.94,36.71,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",10,9.1,8.8,8.5,9.4,49.749136315,1,0,1,0,0,32
"83097",46.97,47.41,43.91,40.58,41.92,37.51,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.9,9.5,10.2,10.6,9.5,56.539873723,0,0,1,0,1,32
"98583",46.1,51.49,59.16,47.62,50.58,41.68,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.9,10.2,9.4,9.4,9.5,45.642411305,1,0,1,0,0,32
"104379",48.26,53.95,45.83,49.37,47.95,40.45,1726,"U. CAT. DE ORIENTE","Agricultural Sciences",9.3,9.5,8.9,8.8,9.2,52.105235962,0,0,1,0,1,32
"591",56.97,42.62,44.41,50.5,56.61,73.73,1803,"U. DE LA SALLE","Agricultural Sciences",12.3,13.3,10.8,10.2,10.3,68.073731472,1,0,0,1,1,294
"670",52.45,45.81,45.67,43.19,54.25,73.73,1803,"U. DE LA SALLE","Agricultural Sciences",11.4,14.4,10.2,9.4,10.2,70.447736664,1,0,0,1,1,294
"1053",54.69,38.94,48.14,48.75,46.57,65.59,1803,"U. DE LA SALLE","Agricultural Sciences",9.5,11.9,8.5,9,9.4,63.055787707,0,0,0,1,1,294
"1559",54.69,48.68,53.2,45.12,40.38,52.11,1803,"U. DE LA SALLE","Agricultural Sciences",11.3,11.3,10.2,9.9,9.9,66.783701209,1,0,0,1,1,294
"1697",52.45,38.94,48.14,43.19,54.25,50.29,1803,"U. DE LA SALLE","Agricultural Sciences",11.3,10.6,10.6,9.5,9.7,55.188565976,1,0,1,0,1,294
"3080",50.2,63.08,51.89,50.5,51.81,46.69,1803,"U. DE LA SALLE","Agricultural Sciences",9.8,11.3,9.4,10,9.4,70.144454757,0,0,0,1,1,294
"4661",61.76,58.51,44.41,43.19,43.64,58,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,12.9,9.9,10.2,9.7,60.413812224,1,0,1,0,1,294
"5304",51.38,48.4,53.67,55.66,51.55,65.79,1803,"U. DE LA SALLE","Agricultural Sciences",11,11.9,10,9,10.2,72.043188387,1,0,0,1,1,294
"5312",49.43,42.69,44.09,44.03,56.34,53.56,1803,"U. DE LA SALLE","Agricultural Sciences",10,10.4,8.3,11.1,9.2,66.377322957,1,0,1,0,1,294
"5997",47.41,35.55,51.76,44.03,53.97,45.71,1803,"U. DE LA SALLE","Agricultural Sciences",8.8,9.1,11,9,9.6,58.381418503,1,0,0,1,1,294
"6472",59.11,45.66,46.05,55.66,49.04,47.66,1803,"U. DE LA SALLE","Agricultural Sciences",8.5,10.2,11.3,10.7,10.4,66.609566862,1,0,0,1,1,294
"8236",51.38,48.4,55.59,39.81,51.55,55.64,1803,"U. DE LA SALLE","Agricultural Sciences",8.5,10.1,10.6,10.2,8.3,57.901553657,1,0,0,1,1,294
"10176",57.14,50.97,57.56,45.87,49.04,49.6,1803,"U. DE LA SALLE","Agricultural Sciences",10.1,11.1,10.2,9.5,10.6,67.414567717,1,0,0,1,1,294
"11967",51.38,45.66,57.56,52.46,40.3,53.56,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,10.8,10.4,10.1,10.5,55.07279888,1,0,1,0,1,294
"12753",71.24,67.77,47.97,49.26,58.68,60.2,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,10.5,10.2,10.3,10.8,54.352827585,1,0,0,1,1,294
"13640",45.3,50.97,44.09,45.87,40.3,43.74,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,9.9,9.4,9.7,9.2,54.523735305,1,0,0,1,1,294
"14675",51.38,55.8,51.76,52.46,51.55,57.84,1803,"U. DE LA SALLE","Agricultural Sciences",8.5,11.6,11.6,10.4,10.7,61.897291177,1,0,0,1,1,294
"14877",61.16,50.97,49.87,55.66,46.37,51.56,1803,"U. DE LA SALLE","Agricultural Sciences",11.4,11.4,10.2,10.2,10.9,66.928739717,1,0,0,1,1,294
"15674",47.41,50.97,35.42,49.26,43.5,39.58,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,9,9,9.9,9.4,65.46879117,1,0,0,1,1,294
"16006",57.14,42.69,51.76,45.87,53.97,69.4,1803,"U. DE LA SALLE","Agricultural Sciences",10.6,12.8,10,9.7,10.5,66.244370355,1,0,0,1,1,294
"17789",59.11,35.55,53.67,45.87,43.5,45.71,1803,"U. DE LA SALLE","Agricultural Sciences",10.6,10.3,10.4,9.7,10.6,57.840017081,1,1,0,0,1,294
"17886",59.11,50.97,49.87,55.66,56.34,55.64,1803,"U. DE LA SALLE","Agricultural Sciences",11,10.5,10.4,10.7,10.2,61.586631692,1,0,0,1,1,294
"19169",55.21,50.97,53.67,49.26,51.55,53.56,1803,"U. DE LA SALLE","Agricultural Sciences",10.2,10.5,9.5,10.7,9.6,55.629986745,1,0,0,1,0,294
"19207",59.11,48.4,53.67,52.46,43.5,53.56,1803,"U. DE LA SALLE","Agricultural Sciences",11.6,10.9,10.2,9.9,11,64.960665265,1,0,0,1,1,294
"22200",51.38,39.38,55.59,42.03,51.55,53.56,1803,"U. DE LA SALLE","Agricultural Sciences",10.9,10.8,9.5,10.7,9.9,67.317739326,1,0,0,1,0,294
"23035",57.14,55.8,53.67,49.26,46.37,57.84,1803,"U. DE LA SALLE","Agricultural Sciences",10.8,10.5,10.2,9.9,10.8,62.805490186,1,0,0,1,1,294
"23323",49.43,58.15,39.97,39.81,46.37,45.71,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,10.4,11,11,9.9,63.63248744,1,0,0,1,1,294
"27926",53.3,55.8,46.05,49.26,46.37,65.79,1803,"U. DE LA SALLE","Agricultural Sciences",10.6,11.8,11.3,10,10.1,59.085671466,0,0,0,1,1,294
"28321",53.3,42.69,47.97,54.05,51.55,49.6,1803,"U. DE LA SALLE","Agricultural Sciences",9.7,11,10.4,9.2,9.6,58.399094865,0,0,0,1,1,294
"28395",45.3,53.42,47.97,42.03,49.04,43.74,1803,"U. DE LA SALLE","Agricultural Sciences",9.5,8,8.3,10.2,8.6,39.324610228,0,0,0,1,1,294
"28497",71.24,58.15,59.6,54.05,61.03,74.16,1803,"U. DE LA SALLE","Agricultural Sciences",11.4,13.6,11.9,11.9,10.7,58.562622854,0,0,0,1,1,294
"28848",40.63,48.4,39.97,54.05,58.68,65.79,1803,"U. DE LA SALLE","Agricultural Sciences",11.4,11.9,9,10.7,10.5,63.195809472,0,0,0,1,1,294
"29032",51.38,45.66,55.59,45.87,46.37,43.74,1803,"U. DE LA SALLE","Agricultural Sciences",8.7,9.5,10.4,9.6,9.8,60.566374887,0,0,0,1,1,294
"29341",53.3,45.66,35.42,42.03,58.68,39.58,1803,"U. DE LA SALLE","Agricultural Sciences",11,9.7,8.4,8.5,9.3,65.54832753,0,0,0,1,1,294
"30191",49.43,45.66,53.67,47.6,36.62,51.56,1803,"U. DE LA SALLE","Agricultural Sciences",10.8,11.2,10.2,10.7,9.4,70.609255294,0,0,0,1,1,294
"30824",51.38,45.66,47.97,44.03,40.3,47.66,1803,"U. DE LA SALLE","Agricultural Sciences",8.8,10.5,11,9.9,10.2,55.912158365,0,0,0,1,1,294
"31107",51.38,48.4,47.97,44.03,53.97,55.64,1803,"U. DE LA SALLE","Agricultural Sciences",8.7,10.8,10,9.7,8.5,63.081343862,0,0,0,1,1,294
"31151",40.63,48.4,46.05,50.87,36.62,45.71,1803,"U. DE LA SALLE","Agricultural Sciences",11.4,9.9,9.5,9.4,9.8,56.692170829,0,0,1,0,1,294
"31530",47.41,42.69,37.77,49.26,49.04,51.56,1803,"U. DE LA SALLE","Agricultural Sciences",9.8,9.9,9.8,9.5,8.7,43.330347637,0,0,0,1,1,294
"31579",57.14,50.97,46.05,39.81,46.37,60.2,1803,"U. DE LA SALLE","Agricultural Sciences",11.5,12.8,9.5,9.9,9.9,67.546005798,0,0,0,1,1,294
"31807",45.3,45.66,46.05,49.26,40.3,32.24,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,10.2,9,9.5,8.8,40.961242852,0,0,0,1,1,294
"33044",51.38,39.38,47.97,52.46,43.5,47.66,1803,"U. DE LA SALLE","Agricultural Sciences",9.2,12.3,9.7,10.2,9.6,65.198693579,0,0,0,1,1,294
"33166",55.21,53.42,49.87,49.26,56.34,55.64,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,10.3,9.1,10.4,7.5,58.993647127,0,0,0,1,1,294
"33756",57.14,67.77,51.76,55.66,49.04,69.4,1803,"U. DE LA SALLE","Agricultural Sciences",10.2,11.5,11,13.2,10.8,65.045588043,0,0,0,1,1,294
"34015",59.11,53.42,47.97,50.87,43.5,49.6,1803,"U. DE LA SALLE","Agricultural Sciences",11.5,9.8,11.2,10,9.5,59.910139827,0,0,1,0,1,294
"34230",55.21,50.97,53.67,42.03,49.04,39.58,1803,"U. DE LA SALLE","Agricultural Sciences",10.2,9.6,11,10.8,10.6,66.035907799,0,0,0,1,1,294
"35067",53.3,62.84,55.59,49.26,58.68,43.74,1803,"U. DE LA SALLE","Agricultural Sciences",10.1,11.1,11,11.5,10.1,58.29859986,0,0,0,1,1,294
"37454",45.3,48.4,42.07,44.03,43.5,41.7,1803,"U. DE LA SALLE","Agricultural Sciences",10,9.5,10,10.1,9.6,61.89093123,0,0,0,1,1,294
"38101",57.14,45.66,49.87,45.87,51.55,55.64,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,10.2,9.9,10.1,10.4,65.528202159,0,0,0,1,1,294
"38701",47.41,50.97,44.09,50.87,53.97,41.7,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,9.8,9.8,10,9.3,42.723404021,0,0,0,1,0,294
"38712",59.11,35.55,47.97,37.23,43.5,41.7,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,10.9,8.8,10,9.1,60.470219534,0,0,0,1,1,294
"38776",53.3,53.42,46.05,50.87,56.34,55.64,1803,"U. DE LA SALLE","Agricultural Sciences",10.8,11.2,11.3,10.5,10.3,62.594379298,0,0,0,1,1,294
"40442",45.3,45.66,37.77,47.6,46.37,49.6,1803,"U. DE LA SALLE","Agricultural Sciences",10.1,10.1,8.1,10,9.6,52.052954075,0,0,0,1,1,294
"40501",45.3,53.42,44.09,44.03,40.3,53.56,1803,"U. DE LA SALLE","Agricultural Sciences",8,8.2,10.1,11.2,9.2,46.162808603,0,0,0,1,1,294
"41213",43.06,53.42,49.87,47.6,51.55,51.56,1803,"U. DE LA SALLE","Agricultural Sciences",9.1,10.1,10.4,11.2,9.4,55.597783413,0,0,1,0,1,294
"41671",54.31,44.22,56.83,50.51,51.2,57.85,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,11.7,10.6,10.1,10.7,58.898827508,0,0,0,1,1,294
"44253",46.31,52.1,56.83,42.4,37.5,60.09,1803,"U. DE LA SALLE","Agricultural Sciences",11.7,12.8,9.5,10.3,9.6,72.323081916,0,0,0,1,1,294
"47234",54.31,52.1,56.83,50.51,51.2,62.57,1803,"U. DE LA SALLE","Agricultural Sciences",10.5,12.8,10.6,11.3,10.8,68.864386163,1,0,1,0,1,294
"49195",57.32,53.2,48.62,45.4,35.31,55.84,1803,"U. DE LA SALLE","Agricultural Sciences",12,14.4,10.4,10,10,63.35548244,1,0,0,1,1,294
"49638",47.14,50.54,52.23,54.01,46.84,52.09,1803,"U. DE LA SALLE","Agricultural Sciences",9.7,10.5,10.2,8,10,61.769839786,1,0,1,0,1,294
"49920",37.68,50.54,39.05,48.97,38.57,45.98,1803,"U. DE LA SALLE","Agricultural Sciences",10.8,9.5,10.6,11.9,10.3,53.778318074,0,0,1,0,0,294
"50218",49.19,44.48,41.1,47.22,35.31,49.65,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,9.4,8.8,10.5,8.9,52.209865026,1,0,0,1,1,294
"50685",55.25,67.54,46.81,54.01,56.51,76.45,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,11.7,11.9,10.4,10.5,59.279735666,1,0,0,1,1,294
"51175",57.32,55.71,54.05,57.44,56.51,79.55,1803,"U. DE LA SALLE","Agricultural Sciences",10.5,11.5,11.8,10.5,11.3,61.115555737,1,0,0,1,1,294
"51276",61.76,58.13,55.9,50.66,44.26,62.69,1803,"U. DE LA SALLE","Agricultural Sciences",10.3,10.8,10.8,10.4,10.7,62.032355803,1,0,0,1,1,294
"51558",49.19,53.2,46.81,48.97,41.52,54.57,1803,"U. DE LA SALLE","Agricultural Sciences",8.8,10.3,11,10.2,10.5,57.758051131,1,0,0,1,1,294
"53493",59.48,60.49,57.79,52.34,58.93,65.86,1803,"U. DE LA SALLE","Agricultural Sciences",11.4,11.7,10.4,11.7,10.6,63.616384963,0,0,1,0,1,294
"53996",59.48,62.82,44.96,54.01,49.32,62.69,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,11,10.8,10.6,10.4,62.328136826,1,0,0,1,1,294
"54794",78.79,50.54,59.76,50.66,49.32,79.55,1803,"U. DE LA SALLE","Agricultural Sciences",12.7,14.4,10.6,11.1,12,69.168387885,1,0,0,1,1,294
"55638",49.19,21,46.81,41.37,51.73,48.43,1803,"U. DE LA SALLE","Agricultural Sciences",11.6,10.5,10.2,9.6,9.4,50.852561484,1,0,0,1,1,294
"55767",55.25,47.67,54.05,45.4,51.73,47.21,1803,"U. DE LA SALLE","Agricultural Sciences",12.2,10.3,10,9.7,9.9,54.37031344,1,0,0,1,0,294
"55907",37.68,58.13,36.86,45.4,38.57,44.74,1803,"U. DE LA SALLE","Agricultural Sciences",7.1,9.8,9.8,9.2,9,63.000129132,0,0,0,1,1,294
"56408",64.21,44.48,44.96,50.66,49.32,61.22,1803,"U. DE LA SALLE","Agricultural Sciences",8.5,10.6,7.4,8.5,10.3,51.248914833,0,0,0,1,0,294
"57069",47.14,65.16,48.62,55.7,41.52,111.94,1803,"U. DE LA SALLE","Agricultural Sciences",11.7,12.8,10.6,10.2,9.4,61.792875054,1,0,0,1,1,294
"57793",47.14,58.13,44.96,43.47,44.26,49.65,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,8.8,9.2,9.9,7.6,65.664272699,0,0,0,1,1,294
"58709",57.32,58.13,50.42,63.27,58.93,62.69,1803,"U. DE LA SALLE","Agricultural Sciences",11.3,11.4,8.2,8.8,9.1,64.03825225,0,0,1,0,1,294
"59421",55.25,58.13,59.76,61.18,54.12,83.41,1803,"U. DE LA SALLE","Agricultural Sciences",10.1,12.3,11,11.7,11,63.860378714,1,0,0,1,1,294
"59837",55.25,47.67,48.62,47.22,38.57,43.48,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,9.9,9.5,9.2,9.5,59.787946298,1,0,0,1,1,294
"60095",55.25,44.48,50.42,54.01,31.55,58.45,1803,"U. DE LA SALLE","Agricultural Sciences",10.3,11.9,10,10.2,10.2,65.297520271,1,0,0,1,1,294
"60127",42.76,53.2,46.81,43.47,51.73,44.74,1803,"U. DE LA SALLE","Agricultural Sciences",9.2,10.3,8.7,9.4,9.2,63.475989802,1,0,0,1,1,294
"61191",40.35,50.54,46.81,48.97,41.52,57.13,1803,"U. DE LA SALLE","Agricultural Sciences",11.9,10.2,10.8,10.7,10.4,66.849600822,1,0,0,1,1,294
"61914",45.01,44.48,25.63,48.97,46.84,42.2,1803,"U. DE LA SALLE","Agricultural Sciences",10.5,9.5,9.5,10.7,10.1,53.894304235,1,0,0,1,1,294
"63098",57.32,40.82,50.42,45.4,54.12,45.98,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,10.2,10.4,8.8,9.6,65.623462704,1,0,0,1,1,294
"63306",53.22,53.2,66.38,52.34,56.51,79.55,1803,"U. DE LA SALLE","Agricultural Sciences",10,13.3,11.5,11.3,12.7,65.664272699,0,0,0,1,1,294
"64003",61.76,58.13,48.62,52.34,46.84,53.32,1803,"U. DE LA SALLE","Agricultural Sciences",10.5,11.9,11,12.5,11.3,55.322005579,0,0,0,1,1,294
"64295",51.21,40.82,52.23,61.18,41.52,44.74,1803,"U. DE LA SALLE","Agricultural Sciences",12.2,10.8,10.9,9.7,10.6,58.872350056,0,0,0,1,1,294
"64448",59.48,50.54,55.9,52.34,56.51,59.81,1803,"U. DE LA SALLE","Agricultural Sciences",9.1,10.9,11.5,11,10.6,67.983010086,0,0,1,0,1,294
"64460",51.21,36.38,52.23,52.34,58.93,38.15,1803,"U. DE LA SALLE","Agricultural Sciences",11.6,9.2,10,10.9,9.9,62.328422178,0,0,0,1,1,294
"65696",51.21,50.54,57.79,50.66,44.26,67.6,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,12.3,11.2,11.7,11.3,55.799613942,0,0,0,1,1,294
"65751",55.25,50.54,46.81,52.34,44.26,44.74,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,10.6,10,10.3,9.2,50.866337657,1,1,0,0,1,294
"66833",53.22,47.67,50.42,57.44,51.73,49.65,1803,"U. DE LA SALLE","Agricultural Sciences",12,11.6,11.5,10.3,11.3,44.415896799,1,0,0,1,1,294
"67263",57.32,50.54,46.81,43.47,44.26,53.32,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,10.5,9.4,10.3,9.9,57.354784268,0,0,1,0,1,294
